( data_00709 "Schließlich ist es von größter Bedeutung, wie Entscheidungen getroffen werden." ) 
( data_00723 "Darüber wird bereits seit vier Jahren diskutiert." ) 
( data_00734 "Dort wird sich zeigen, ob der Dialog zu Ergebnissen führt." ) 
( data_00740 "Ich habe außerdem darauf hingewiesen, wie wichtig die Prävention ist." ) 
( data_00754 "Wie Kommissionsmitglied Patten sagte, liegt noch viel Arbeit vor uns." ) 
( data_00756 "Diese Entwicklungen geben Anlaß zu Hoffnung." ) 
( data_00764 "Außerdem möchte ich das Thema Todesstrafe anführen." ) 
( data_00770 "Es ist völlig richtig zu überlegen, was wir tun können." ) 
( data_00776 "Malta, Zypern und die Türkei waren da nicht vorgesehen." ) 
( data_00777 "Ich bin auch ein bißchen daran beteiligt gewesen." ) 
( data_00781 "Eine Mitgliedschaft Zyperns wäre dann nicht in Frage gekommen." ) 
( data_00790 "April in Luxemburg zum Ausdruck gebracht." ) 
( data_00794 "Meine Frage an den amtierenden Präsidenten besteht aus zwei Teilen." ) 
( data_00814 "Das wird zumindest aus drei Gründen wichtig sein." ) 
( data_00821 "Aber ich glaube, auch dafür hat Kommissar Patten Verständnis." ) 
( data_00835 "Herr Swoboda und seine Kollegen haben hervorragende Arbeit geleistet." ) 
( data_00846 "Auch hier sind nun endlich Fortschritte erreicht worden." ) 
( data_00855 "Außerdem denken wir, daß andere Fortschritte ebenfalls positiv sind." ) 
( data_00865 "Aber es muß ja sein." ) 
( data_00867 "Wiederaufnahme der Sitzung Das Protokoll der gestrigen Sitzung wurde verteilt." ) 
( data_00872 "Man sollte da über verschiedene Ideen nachdenken." ) 
( data_00898 "Das beste Beispiel ist das Kooperationsabkommen mit Südafrika." ) 
( data_00911 "Natürlich befürworte ich ihre Äußerungen uneingeschränkt." ) 
( data_00939 "In manchen Ländern liegen diese Zahlen noch erheblich höher." ) 
( data_00940 "Wir brauchen vor allem Wettbewerb hinsichtlich der Qualität." ) 
( data_00956 "Dazu ist Effizienz erforderlich, und Effizienz setzt Wettbewerb voraus." ) 
( data_00981 "Eine Entscheidung ist jedoch schon in Kürze zu erwarten." ) 
( data_00982 "In diesen Bereichen werden wir aktiv werden." ) 
( data_00992 "Gestatten Sie mir, Ihnen zwei in Erinnerung zu rufen." ) 
( data_01011 "Und einige Mitgliedstaaten sind wirklich nicht auf Mobilität ausgerichtet." ) 
( data_01017 "Zweifellos engagieren sich zu wenig Frauen in der Politik." ) 
( data_01021 "Ich bin selbst ein Produkt von Quoten." ) 
( data_01022 "In der Europäischen Union haben einige Länder tatsächlich Quoten eingeführt." ) 
( data_01032 "Das war die erste Säule meiner Empfehlung." ) 
( data_01045 "Das ist ein Skandal, ihr Fall sollte gehört werden." ) 
( data_01047 "Es werden im wesentlichen zwei Veränderungen vorgeschlagen." ) 
( data_01075 "Der französische Staat hat bereits Mittel zur Entschädigung bereitgestellt." ) 
( data_01104 "Und das ist doch eine relativ kurze Zeit." ) 
( data_01113 "Bleibt noch der feste Punkt." ) 
( data_01153 "Wir haben also Fortschritte erzielt." ) 
( data_01159 "Die Ursachen sind eben häufig technische Mängel." ) 
( data_01163 "Er hat das Wort Harmonisierung ganz vermieden." ) 
( data_01184 "Darauf läßt sich nun wirklich keine neue Wirtschaft aufbauen." ) 
( data_01190 "Wir können nicht eine Regierungskonferenz nach der anderen durchführen." ) 
( data_01197 "Die Diskussion hatte auch Erfolg." ) 
( data_01199 "Ich möchte mit der folgenden Überlegung zum Schluß kommen." ) 
( data_01202 "Qualität spricht für sich selbst." ) 
( data_01203 "Sie können die zusätzliche Etikettierung haben, wenn Sie wollen." ) 
( data_01220 "Doch vor allem sollten wir unseren Berichterstatter P. Lannoye unterstützen." ) 
( data_01234 "Die Charta muß den Bürgern leicht zugänglich und verständlich sein." ) 
( data_01249 "Das würde die Situation der Menschenrechte in ganz Europa schwächen." ) 
( data_01263 "Die entsprechende Kompetenz besteht bereits auf Gemeinschaftsebene." ) 
( data_01266 "Dies ist das erste Prinzip." ) 
( data_01308 "Ich halte den Standpunkt des Rates für relativ gut." ) 
( data_01310 "Deshalb kann auch dieser Änderungsantrag angenommen werden." ) 
( data_01313 "Es wurde gesagt, dazu sei nicht genug Zeit." ) 
( data_01332 "Im Moment gibt es davon im Vereinigten Königreich lediglich drei." ) 
( data_01345 "Das Protokoll von Göteborg ist ein Schritt nach vorn." ) 
( data_01356 "Das ist etwas, was ich nicht für ganz richtig halte." ) 
( data_01389 "Im Ausschuß sind diese Damen und Herren nie anwesend." ) 
( data_01399 "Richtig, nun dürfte dieser Punkt allen klar sein." ) 
( data_01408 "Für die neue Richtlinie gibt es keinerlei Notwendigkeit." ) 
( data_01411 "Auch die Umwelt am Boden muß geschützt werden." ) 
( data_01433 "Oftmals sind sie das Opfer verschiedener Formen von Diskriminierung." ) 
( data_01438 "Alle vier Berichte, über die wir abstimmen werden, sind gut." ) 
( data_01456 "Aber wenn es um Eurodac geht, haben wir ein Problem." ) 
( data_01458 "Das war auch sehr positiv zu bewerten." ) 
( data_01503 "Doch hat Mexiko auch bei den Menschenrechten große Fortschritte erzielt." ) 
( data_01504 "Wir werden mit Nichtregierungsorganisationen sprechen." ) 
( data_01518 "Schließlich das Defizit bei den Investitionen." ) 
( data_01573 "Dieses Jahrhundert sollte nicht negativ, sondern positiv beginnen." ) 
( data_01577 "Ich möchte jetzt darüber keine öffentliche Debatte im Plenum haben." ) 
( data_01580 "Wir haben für die Abstimmung sehr viel Zeit gebraucht." ) 
( data_01587 "Es geht einfach darum, ja oder nein zu sagen." ) 
( data_01611 "Sie können auf mich zählen." ) 
( data_01617 "Produkte, die als gefährlich gelten, vom Markt genommen werden." ) 
( data_01650 "Diese Bilanz enthält gewiß positive Aspekte." ) 
( data_01651 "Dennoch haben wir die Möglichkeiten, etwas Neues zu schaffen." ) 
( data_01653 "Das Mittelmeer und seine Völker brauchen uns." ) 
( data_01656 "Zweitens mangelt es nach meinem Dafürhalten an Mut." ) 
( data_01679 "Mit öffentlichen Mitteln können nur die notwendigen Projekte ausgestattet werden." ) 
( data_01691 "Das ist eine wichtige Funktion." ) 
( data_01696 "Diesem Umstand trägt der vorliegende Entschließungsantrag Rechnung." ) 
( data_01710 "Also Berichte gibt es genug." ) 
( data_01717 "Ich bin natürlich für die Osterweiterung der Europäischen Union." ) 
( data_01749 "Die Würde des Menschen setzt dabei das entscheidende Maß." ) 
( data_01750 "Viel Geld steht auf dem Spiel." ) 
( data_01756 "Ich werde mich in dieser Woche darum kümmern." ) 
( data_01770 "Dies erfordert eine hoch qualifizierte Technik." ) 
( data_01783 "Erstens wird die Haushaltsordnung mit Füßen getreten." ) 
( data_01788 "Die Asylpolitik benötigt dringend einen europäischen Ansatz." ) 
( data_01809 "Deshalb unterstütze ich den Bericht Lannoye." ) 
( data_01817 "Diese Erwägung muß über allen anderen stehen." ) 
( data_01843 "Die Kommission hat sich zu Transparenz und Offenheit verpflichtet." ) 
( data_01844 "Mai verschiedene Fragen zu beantworten bzw. direkte Maßnahmen zu ergreifen." ) 
( data_01871 "Es kann nicht angehen, daß Unterlagen verschwinden." ) 
( data_01937 "Der Gipfel hat dazu beigetragen, Werte und Absichten zu bekunden." ) 
( data_01954 "Außerdem möchte ich Herrn Patten einige Fragen stellen." ) 
( data_01986 "In wirtschaftlicher Hinsicht könnte die Türkei jetzt rasche Fortschritte machen." ) 
( data_01991 "Hier muß es Änderungen geben." ) 
( data_01997 "Der Gemeinsame Standpunkt bietet ausreichende Sicherheit für Mensch und Umwelt." ) 
( data_02005 "Ich bitte Sie, ganz klar dazu Stellung zu beziehen." ) 
( data_02017 "In anderen Staaten wurden Mittel von insgesamt ca." ) 
( data_02072 "Acht Änderungsanträge standen noch zur Abstimmung." ) 
( data_02074 "Ehrlich gesagt bin ich derselben Meinung." ) 
( data_02084 "Schon jetzt aber müssen wir mit Bedauern einige Schwächen feststellen." ) 
( data_02085 "In diesem Sinne haben wir abgestimmt und Änderungsvorschläge eingebracht." ) 
( data_02094 "Die Einbeziehung dieser Charta ist von wesentlicher Bedeutung." ) 
( data_02117 "Die Menschen brauchen dringend Wasser, Lebensmittel und Medizin." ) 
( data_02132 "Ich bin nicht sicher, ob Sie eine Frage gestellt haben." ) 
( data_02213 "Fast jedes Mitglied des Ausschusses ist zu Wort gekommen." ) 
( data_02217 "Mai einen Aktionsplan vorzulegen, wie genau Verbesserungen erreicht werden können." ) 
( data_02295 "Soweit ich weiß, tritt nächsten Montag der Ministerrat zusammen." ) 
( data_02309 "Wir dürfen dieses Jahr eine Evaluierung der Kommission erwarten." ) 
( data_02381 "Vielen Dank, Herr Barón Crespo." ) 
( data_02383 "Frau Präsidentin, ich möchte mich zum selben Thema äußern." ) 
( data_02466 "Ich komme nun zu Änderungsantrag vier." ) 
( data_02474 "Das ist im Oktober des vergangenen Jahres geschehen." ) 
( data_02494 "Ich danke Ihnen, Herr Oostlander." ) 
( data_02535 "Dieses Prinzip gilt auch hier." ) 
( data_02540 "Herr Rothley hat eine fünfte Richtlinie angekündigt." ) 
( data_02554 "Die Entscheidung liegt natürlich ganz in Händen des Parlaments." ) 
( data_02608 "Herr Präsident, auch ich gratuliere Herrn Bösch zu seinem Bericht." ) 
( data_02618 "Die Berichterstatterin schlägt die Rücküberweisung an den Ausschuß vor." ) 
( data_02635 "Zweitens, das Vorsorgeprinzip besteht in der Aufrechterhaltung der Nationen." ) 
( data_02638 "Unter diesen Bedingungen muß das Vorsorgeprinzip voll zum Tragen kommen." ) 
( data_02649 "Nehmen wir zum Beispiel die Ärzte in der Ausbildung." ) 
( data_02696 "Das Wort hat Herr Titley zur Geschäftsordnung." ) 
( data_02726 "Diese Linie führt über Deutschland, Genf nach Italien." ) 
( data_02733 "Davon kann hier nun weiß Gott keine Rede sein." ) 
( data_02748 "Alles hängt davon ab, was wir als Ziele betrachten." ) 
( data_02763 "Wachstum und Beschäftigung zu erhöhen." ) 
( data_02869 "Auf diese Weise ist das freie und demokratische Slowenien entstanden." ) 
( data_02870 "Die Politik hält mit dieser Entwicklung nicht Schritt." ) 
( data_02889 "Gut, das ist ein anderes Problem." ) 
( data_02903 "Es darf nicht bei Worten bleiben." ) 
( data_02906 "Ja, Abgeordnete des gesamten Hohen Hauses haben ihn unterstützt." ) 
( data_02910 "Schaffen wir also ein wenig Ordnung." ) 
( data_02935 "Sie machen deutlich, daß Europa Rassismus nicht akzeptiert." ) 
( data_02952 "Nach zwanzig Jahren ist diese Forderung nun erfüllt worden." ) 
( data_02976 "Wir sind nicht bereit, Opfer zu bringen." ) 
( data_02979 "Das Kämpfen muß ein Ende haben." ) 
( data_02990 "Tun wir das dennoch, dann messen wir mit zweierlei Maß." ) 
( data_02994 "Ziehen Sie also Ihren Vorschlag zurück." ) 
( data_03008 "Man muß weiter gehen, man muß Rechtsvorschriften schaffen." ) 
( data_03012 "Dieser Handel ist eng verknüpft mit Drogen und Geldwäsche." ) 
( data_03091 "Es wird höchste Zeit, diese Subventionen allmählich auf Null zurückzuführen." ) 
( data_03186 "Dann haben Sie auch gesagt, daß Aufklärung hilft." ) 
( data_03202 "Laut Geschäftsordnung kann ein Redner dafür und einer dagegen sprechen." ) 
( data_03281 "Sie waren nicht in New York, ich ja." ) 
( data_03306 "Zweitens ein Wort an die Adresse des Rates." ) 
( data_03335 "Das unabhängig vom Thema Menschenrechte." ) 
( data_03361 "Dort haben wir sehr konstruktiv und fair miteinander diskutiert." ) 
( data_03388 "Den Mitgliedstaaten stehen dafür ebenfalls zwei Jahre zur Verfügung." ) 
( data_03407 "Ich möchte noch kurz auf Österreich eingehen." ) 
( data_03567 "Diese Prozesse müssen deshalb parallel laufen." ) 
( data_03636 "In Helsinki wurden zwei Kriterien festgelegt." ) 
( data_03712 "Das versteht sich, denn er ist gleichzeitig Vorsitzender des Haushaltsausschusses." ) 
( data_03737 "Wir wollen darauf Wert legen, daß das so bleibt." ) 
( data_03768 "Ich spreche für mein Heimatland Irland." ) 
( data_03774 "Für uns Politiker ist es schwierig, Tatsachen anzuerkennen." ) 
( data_03781 "Grundsätzlich betrachtet wird dadurch ihr Recht auf Freizügigkeit verletzt." ) 
( data_03828 "Diese Suche nach Kooperation hätte bereits viel früher einsetzen müssen." ) 
( data_03924 "Die Mitgliedstaaten müssen ferner regelmäßig Bilanz ziehen." ) 
( data_03962 "Nun wollen wir nicht die Jugendlichen beurteilen." ) 
( data_03978 "Deshalb gibt es nicht einmal Änderungsanträge." ) 
( data_04044 "Wir hatten dort eine Verfassung, die nicht auf Rassismus basiert." ) 
( data_04075 "Wir brauchen mehr Informationen über das ganze Ausmaß der Tragödie." ) 
( data_04097 "Mit zwei Punkten Ihres Berichts habe ich jedoch Probleme." ) 
( data_04171 "Allerdings üben wir an der Durchführung Kritik." ) 
( data_04191 "Klar ist auch, dass die Zeit knapp wird." ) 
( data_04258 "Ich möchte einiges zum Thema Beobachtungsstelle zu bedenken geben." ) 
( data_04311 "Sie haben Ihren Bericht und Ihre Abänderungsanträge selbst kurz erläutert." ) 
( data_04333 "Wir müssen einen politischen, aber auch einen religiösen Kompromiss finden." ) 
( data_04361 "Das ist das eigentliche Prinzip, das hier neu eingeführt wird." ) 
( data_04455 "Dies gilt insbesondere für den ersten Teil Ihrer Antwort." ) 
( data_04484 "Wir haben nur zwei Hersteller." ) 
( data_04526 "Wir setzen im Übrigen auf Transparenz und Dialog." ) 
( data_04577 "Denken Sie bitte nur an Tschernobyl." ) 
( data_04623 "Diese weisen in die richtige Richtung, nämlich Verkehrspolitik, Energiepolitik, Umweltpolitik." ) 
( data_04626 "Je nach Lage und Land werden zahlreiche unterschiedliche Lösungen angeboten." ) 
( data_04630 "Eine solche Initiative dürfte durchaus Chancen auf Erfolg haben." ) 
( data_04652 "Ich will nicht weiter auf Details eingehen." ) 
( data_04662 "Ich weiß, dass er diesbezüglich Änderungsanträge eingereicht hat." ) 
( data_04749 "Seine Rolle muss heute die politische demokratische Führung Europas übernehmen." ) 
( data_04813 "Man denkt an eine strategische Präsenz der Europäer in Asien." ) 
( data_04846 "Da wäre zunächst die Einsetzung Hoher Vertreter." ) 
( data_04880 "Eines kann man aber objektiv feststellen." ) 
( data_04900 "Wir verhandeln jetzt mit den zwölf Ländern." ) 
( data_04938 "Das ist was völlig Neues." ) 
( data_04962 "Das trifft auch auf Bulgarien zu." ) 
( data_04968 "Diese Probleme gäbe es auch ohne die Erweiterung." ) 
( data_05002 "Zu diesem Zweck muss die Erweiterung jetzt absolute Priorität genießen." ) 
( data_05005 "Der Gewinn liegt vor allem auf politischer Ebene." ) 
( data_05037 "Kurz, man wollte ganz einfach Zeit gewinnen." ) 
( data_05102 "Genau dieses Ziel verfolgt der Bericht von Herrn Titley." ) 
( data_05111 "Der Verhaltenskodex besteht nun seit einem Jahr." ) 
( data_05112 "Jede Änderung des Verhaltenskodex muss von allen Mitgliedstaaten unterstützt werden." ) 
( data_05127 "Kyoto ist wichtig, wir alle wollen seine Zielsetzungen erreichen." ) 
( data_05163 "September ganz in unserer Nähe, in Europa." ) 
( data_05169 "Sokrates, Jugend für Europa, Leonardo usw." ) 
( data_05171 "Das kostet sehr wenig Geld." ) 
( data_05368 "Nun zu dem anderen Punkt, zu Jugoslawien." ) 
( data_05514 "Kein anderes Land hat soviel Flüchtlinge aufgenommen." ) 
( data_05553 "Diesem Punkt muss also Aufmerksamkeit gewidmet werden." ) 
( data_05598 "Zu einem Punkt möchte ich noch kurz Stellung nehmen." ) 
( data_05600 "Griechenland und Finnland sollten das Übereinkommen möglichst bald ratifizieren." ) 
( data_05624 "(Schlussfolgerungen) Zweitens muss die europäische Agentur vollkommen unabhängig sein." ) 
( data_05733 "Die technischen Maßnahmen sollten jährlich überprüft werden." ) 
( data_05807 "Oder dass Marokko beträchtliche europäische Hilfen erhält." ) 
( data_05894 "Meiner Ansicht nach ist eine sehr qualifizierte Arbeit geleistet worden." ) 
( data_05932 "Auch das Verhalten der Türkei auf Zypern ist unannehmbar." ) 
( data_06063 "Vielmehr sollten wir dem Subsidiaritätsprinzip mehr Rechnung tragen." ) 
( data_06072 "Die Kommission beschäftigt sich bereits intensiv mit dieser Frage." ) 
( data_06146 "Es müssen also Vorkehrungen getroffen werden." ) 
( data_06293 "Die Kommission hat in diesem Zusammenhang zwei Initiativen ergriffen." ) 
( data_06458 "Wenn die Politik Vertrauen gewinnen will, ist dies unabdingbar." ) 
( data_06573 "Auf diesem Markt arbeiten viele Frauen und Jugendliche." ) 
( data_06587 "Da hierzu anscheinend Übereinstimmung besteht, werden wir so verfahren." ) 
( data_06605 "Es gibt also eigentlich nichts wirklich Neues." ) 
( data_06608 "Schließlich möchte ich noch eine Anmerkung zum Export machen." ) 
( data_06681 "Die erste betrifft die Ausweitung der Entscheidungen mit qualifizierter Mehrheit." ) 
( data_06862 "Dabei gehen sie überaus aktiv vor." ) 
( data_07070 "Ich möchte mich auch ganz persönlich dieser Unterstützung anschließen." ) 
( data_07279 "Vielen Dank Frau de Palacio." ) 
( data_07394 "Gegenwärtig stehen wir mit China im Dialog." ) 
( data_07403 "Viele Mitglieder der schwedischen Regierung haben sich positiv dazu geäußert." ) 
( data_07412 "Wir messen ihr ebenso viel Bedeutung bei wie Sie." ) 
( data_07434 "Ich bin der Meinung, dass der vorliegende Bericht Unterstützung verdient." ) 
( data_07447 "Sie hat eine Empfehlung zum Thema Alkohol im Straßenverkehr vorgelegt." ) 
( data_07512 "Es geht nicht um Quoten und positive Diskriminierung." ) 
( data_07573 "Diese Informationen verdanken wir im Wesentlichen den Journalisten." ) 
( data_07604 "Natürlich wird es eine Obergrenze für Beiträge zum Gemeinschaftshaushalt geben." ) 
( data_07675 "Das ist inzwischen durch Untersuchungen hinreichend belegt worden." ) 
( data_07694 "Deshalb will ich es nicht nur auf Handel beschränken." ) 
( data_07770 "Wir müssen den Willen haben, die Grenzen zu öffnen." ) 
( data_07898 "Ich schließe mich den Ausführungen von Herrn Rothley an." ) 
( data_07928 "Hier hat es sehr viel Kritik gegeben." ) 
( data_07941 "Dabei ist Offenheit gegenüber den Bürgern von großer Wichtigkeit." ) 
( data_08065 "Wir müssen uns also über unsere Verantwortung klar werden." ) 
( data_08071 "Hier kann Europa lediglich einen Beitrag durch Dialog leisten." ) 
( data_08356 "Selbstverständlich wird die Lage aktiv überwacht." ) 
( data_08565 "Mein eigenes Land, Dänemark, gehört zu den schlimmsten." ) 
( data_08635 "Und die Gründe sind von Ort zu Ort unterschiedlich." ) 
( data_08667 "Das dürfte also der Mühe wert sein." ) 
( data_08803 "Gestatten Sie mir drei Überlegungen." ) 
( data_08859 "Für die Ukraine war der Übergang zur Marktwirtschaft sehr schwierig." ) 
( data_08916 "Herr Barón Crespo, ich bin voll und ganz Ihrer Meinung." ) 
( data_09053 "Diese Frage muss von den drei Organen gemeinsam geklärt werden." ) 
( data_09232 "Hier können Kommission und auch Rat wirklich hilfreich sein." ) 
( data_09260 "Aspekt der entsprechenden Themen erwähnt bzw. festgeschrieben." ) 
